gene,zy,early2cell,mid_late_2cell,4cell,8C-16C,blastocyst
Lcmt2,1.035859634,0.042793066,8.660003901,19.70494941,6.96066886,8.973588253
Ldha,0,1.295029249,41.69938181,30.00191849,37.67345792,116.5351876
Ldlr,0.078510786,1.571919857,3.515475076,9.61097321,20.95324843,21.84648106
Ldoc1,0,3.819503725,0.125656461,0,0,16.68957195
Lefty2,0,0.025107495,0.268606175,0,0,1.434025889
Lgals3,71.85688469,29.53250122,32.61946474,0.414211729,7.645290466,42.39327419
Lig3,29.78423052,42.22456404,39.71739823,25.20883829,37.28045619,50.74701575
Lin28a,146.9226627,233.4484518,54.92936948,36.30878275,75.65529937,16.59224652
Lipt2,0.336084468,0.733631775,0.036810806,0.127095299,0.884639768,1.859050787
Lonrf2,9.637939038,4.167811389,6.808195631,2.232736308,0.056180002,0.007625661
Lpar5,0,0.087876233,0.374364658,2.877293862,1.82338678,1.510953896
Lpar6,0,0.071370766,89.44587997,1.732902137,1.083587431,0.096897841
Lrif1,19.30029869,15.47488554,20.42155435,97.6018118,19.36784219,17.10253228
Lrrc14,38.73462706,48.38144534,9.689628618,41.32989246,21.88579297,13.19858934
Lrrc70,1.134224503,1.483098967,1.850641559,2.327242345,4.566498922,4.798332491
Lrrn2,1.312821636,0.549730749,0.033190543,0,0.001430657,0.003414467
Lrrn4,46.45243372,16.81623591,11.66946561,6.337997466,13.00365599,8.820958282
Lsmem2,0.524203311,0.962299888,0.538964529,0.900400431,0.397501194,0.455522933
Ly6e,33.56204134,34.14540556,15.13511444,10.5197888,50.90633793,41.00227072
Ly6g5b,0.465419525,1.710800466,0.458718736,3.321309739,1.696109611,1.588278125
Lypla1,17.49177907,37.60588201,39.86502129,77.42629934,211.1204045,139.1549898
Mak16,0.633716866,0.535687154,138.8828317,124.4141231,69.96378516,73.82270203
Man2c1os,0.065525414,0.05021499,1.234011034,0.70187011,0.285652409,0.390028158
Manba,125.6446825,106.2774963,7.89565368,1.276360471,0.236921844,17.97628274
Map1a,0.462887113,2.100545015,1.9019982,1.386701337,0.416458542,1.636651791
Map2k6,3.358345771,2.974361164,2.878960918,0.007957936,6.906773078,48.18855247
Marcksl1,0.270774791,0.588779449,25.03159596,40.47772576,91.34480708,116.679638
Mat2a,72.39835675,76.53385294,540.9569283,1285.548361,1106.870646,300.4074198
Mb21d2,6.155752253,7.829537066,0.09897022,0.153958132,1.116680487,7.231997608
Meox1,0,0,0.013554755,0,0,0.001414366
Mep1b,0.163512005,0.569358433,1.801562415,11.45661469,30.78700769,31.29497081
Mir17hg,0.032719631,0.430979875,20.58474411,13.93602292,8.956165155,11.06932727
Mkks,3.46129033,2.045326558,6.681266587,69.12186986,38.90239669,24.95660581
Mlx,18.88313338,10.46110861,12.91559997,23.24633491,32.50301156,29.85891968
Mmp14,0,0,0.754790593,0,0.005207478,0.115692588
Mocs3,2.343633786,1.638311561,46.49232253,21.67446858,6.592840631,5.783928933
Mospd3,13.00719784,6.94635108,6.086288048,24.24117245,17.78662649,9.12563903
Mras,15.49854302,13.89797177,12.81609852,2.307770002,26.55264699,112.0338528
Mrgprd,0,0,0.612810504,0,0,0
Mrm2,0.208821924,0.175752467,0.768019856,21.57851991,24.12079369,26.05385827
Mrpl12,7.350144762,5.173559555,51.76182013,122.5640209,173.2488151,212.8263888
Mrpl17,26.90606607,19.06894329,9.298640494,65.96735513,247.5048082,310.5447951
Mrpl18,115.5394969,58.32720792,35.88256304,107.4401665,194.9515748,316.9481306
Msln,0,0,0.043554347,2.89805517,0.526252162,1.058577215
Mslnl,0,0,0.488619338,13.07660969,3.250373541,3.572232847
Msmo1,11.05669326,8.729405355,20.47149022,25.42806538,182.5348432,73.8381117
Msrb2,1.322547327,0.799852234,0.130459772,5.080695262,4.046197194,21.45637025
Mvk,1.242283676,0.127276342,15.2999129,0.341995204,5.891369944,24.43205924
Mybbp1a,29.21897524,26.19235012,183.6371137,895.7813189,605.8704783,319.6837903
Mycbp,59.30633504,68.89347438,32.14120026,79.49494481,131.0488369,125.6641428
Myo1f,0,0,0.127829183,0,0.625962485,0.444468542
Myo1g,0.021841805,0.768896013,0.227303445,0.702931224,1.973813036,3.464339484
Mzf1,0,1.110842764,1.132545303,8.579540375,1.288967355,2.291840711
N4bp3,0,0,0.789666144,0.581335055,2.584472745,5.968737927
Nanos3,0,0,3.306713442,6.376157916,2.670007532,0.352259571
Ndufa8,40.68722213,24.31486851,3.590715827,21.27443312,61.92600429,181.6825803
Nefh,6.357534468,5.461747382,1.417276528,0.013435373,2.797029351,1.464053549
Nepro,0.186566278,2.338879293,77.64302684,54.76725719,17.37452289,11.28330609
Ngdn,74.79400743,60.72989203,51.1914918,228.2274315,276.2880088,245.1242213
Nifk,85.68807087,111.8002865,221.4801047,323.2164427,260.359951,206.5285338
Nip7,39.41419124,48.55523516,291.6608519,491.5409372,286.6830819,211.8641194
Nkrf,29.35576259,28.0165299,20.58690084,23.82039807,14.29974101,7.343903468
Nlrc4,4.956238492,1.212640289,7.45970857,8.759349822,1.576363409,3.164803925
Nlrp4f,1485.902994,2138.961564,429.0833282,31.97678288,4.511297109,7.522600952
Nmnat1,6.761222997,3.540735822,63.01211377,40.28510152,15.76494314,13.86180358
Noct,551.4176579,581.1642265,274.3613886,131.5271453,60.35430353,65.22219354
Nop16,0,1.885718029,332.9229205,358.352677,208.9880643,203.387711
Notch4,0.218418046,0.39643211,0.162415774,1.692674903,1.444885331,0.572391112
Notum,0,0.017524432,3.683554253,4.154805262,4.115487286,0.142472129
Nr5a2,32.85954683,40.37186681,282.7320851,616.3973196,254.8302536,87.54342561
Nrros,0.014561203,0,6.927314307,2.638248836,2.288530461,1.45595524
Nsdhl,68.34100939,95.73122171,31.80842393,1.481955923,22.88331633,69.57036887
Ntn3,0.007280602,0.174401335,2.082015284,1.486823886,0.564978215,0.309185524
Nudt1,10.09368279,6.690677437,0.81585898,41.77010989,44.02704963,55.04833501
Nudt19,15.73896768,12.57152998,12.87098099,28.06614488,37.49594091,49.90975587
Nup35,190.0032518,135.9201902,113.3478648,142.1089233,78.16749723,40.13277541
Nxf1,47.4568162,52.56855789,161.2660063,310.6373114,140.8107009,142.1058514
Nynrin,0,0,1.561884317,0.013435373,7.584640617,99.362272
Olfr814,0.073719501,0.285781813,7.983917836,0.91847234,0.642826018,0.701687612
Otud6b,28.90156756,60.34607492,256.4731881,249.5889117,211.911646,106.7081751
Pcdh17,0,2.09220676,1.821198803,0,0.006005945,0.080181766
Pcolce,0.072806015,0,0.139256769,2.810920553,0.017091224,0.10989911
Pcolce2,21.17699418,16.96021494,5.063498442,0.268179276,0.366835372,2.320871898
Pcyt1b,62.7558009,67.78422246,20.1275365,20.17928886,5.74942425,12.69907847
Pdgfc,0.774479475,1.947717935,0.129561367,0,0.020481251,0.002679888
Pdp2,12.07572349,11.82116999,436.5762688,1119.741343,385.7928453,205.2474541
Pdzd4,0,0.415388497,1.479459968,4.176498456,0.541182064,0.365728681
Pgd,29.44610587,31.65081636,111.6256464,304.142373,308.3119477,338.8978069
Pglyrp1,7.925637209,4.657412424,39.12441917,21.11193986,12.51533859,4.747928158
Phb,53.87642271,53.16074176,17.12789997,39.40687036,89.50826626,142.2831522
Phf11a,0.064371882,0.007674839,11.56676795,3.047503053,4.510936662,5.711530234
Pih1d2,0.418006569,0.004970684,1.5716109,3.026916672,1.068990248,0.876755991
Pirt,0.013085131,0.015395471,0.822174581,0,0,0.706472351
Pla2g7,42.83417782,46.18190905,22.67243295,4.179333195,10.54137914,1.88674905
Platr7,0,0,0.001093622,0.005710495,0,0.035555999
Platr8,0,0,0.964576186,1.796373963,0.020552424,0.287214729
Plpp1,9.717023512,14.27081213,4.400797489,3.329971917,16.21767319,48.84902707
Pnp,68.64657569,47.22756338,274.7042472,51.21341493,59.11048257,53.13011728
Pnp2,15.23017701,14.84218316,58.91457457,26.27991482,24.44849073,16.23931921
Pomp,67.39519092,43.87204094,22.77977673,304.9663823,480.9085012,489.679741
Pop1,43.81271608,41.33345163,41.45227742,47.99410834,28.794661,19.21893764
Popdc3,3.012133557,3.158708195,1.922452073,0.374817777,4.210125163,9.513471966
Ppa1,168.0275819,105.8288478,74.17540195,184.489939,72.18553425,130.6308334
Ppcs,0,0,5.832657253,29.52362381,12.86368986,24.17611325
Ppp1r10,331.4679841,335.6019682,126.5714066,230.22859,69.84090949,46.25415386
Pprc1,16.07438868,24.63463869,267.291831,536.6252672,208.1208479,139.3248632
Pramel6,0,0.733138763,238.2418794,510.8936254,675.2559821,313.0962618
Pramel7,0,1.514457927,268.2456155,1279.334837,1012.840574,400.4293495
